47.3921652,8.52374937
47.392159,8.52366374
47.3921528,8.52357812
47.3921466,8.5234925
47.3921404,8.52340688
47.3921342,8.52332125
47.392128,8.52323563
47.3921218,8.52315001
47.3921156,8.52306439
47.3921094,8.52297876
47.3921032,8.52289314
47.392097,8.52280752
47.3920908,8.5227219
47.3920846,8.52263627
47.3920784,8.52255065
47.3920722,8.52246503
47.3920756,8.52243235
47.3920682,8.52240113
47.3920642,8.52232164
47.3920602,8.52224216
47.3920562,8.52216267
47.3920522,8.52208318
47.3920482,8.52200369
47.3920442,8.52192421
47.3920402,8.52184472
47.3920133,8.52175546
47.3919864,8.5216662
47.3919595,8.52157694
47.3919327,8.52148768
47.3919058,8.52139842
47.3918789,8.52130916
47.391852,8.52121989
47.3918252,8.52113063
47.3917983,8.52104137
47.3917714,8.52095211
47.3917344,8.52086383
47.3916974,8.52077555
47.3916604,8.52068727
47.3916234,8.52059898
47.3915864,8.5205107
47.3915494,8.52042242
47.3915124,8.52033414
47.3914754,8.52024585
47.3914384,8.52015757
47.3914014,8.52006929
47.3913644,8.51998101
47.3913274,8.51989272
47.3912911,8.51980641
47.3912549,8.51972009
47.3912186,8.51963377
47.3911823,8.51954745
47.391146,8.51946113
47.3911098,8.51937481
47.3910735,8.51928849
47.3910372,8.51920217
47.3910009,8.51911585
47.3909647,8.51902953
47.3909284,8.51894321
47.3908921,8.51885689
47.3908558,8.51877057
47.3908196,8.51868425
47.3907833,8.51859794
47.390747,8.51851162
47.3907107,8.5184253
47.3906744,8.51833898
47.3906114,8.51825417
47.3905484,8.51816937
47.3904854,8.51808457
47.3904224,8.51799976
47.3903593,8.51791496
47.3902963,8.51783015
47.3902333,8.51774535
47.3901703,8.51766055
47.3901073,8.51757574
47.3900493,8.51750191
47.3899913,8.51742809
47.3899333,8.51735426
47.3898448,8.51726829
47.3897564,8.51718231
47.3896679,8.51709634
47.3895795,8.51701037
47.389491,8.51692439
47.3894025,8.51683842
47.3893167,8.51680365
47.3892308,8.51676889
47.3891453,8.51676016
47.3890598,8.51675143
47.3889743,8.5167427
47.3888889,8.51673397
47.3888034,8.51672524
47.3887179,8.51671651
47.3887094,8.51671221
47.3887006,8.51671458
47.3886123,8.51670388
47.388524,8.51669318
47.3884357,8.51668248
47.3883475,8.51667178
47.3882592,8.51666108
47.3881709,8.51665038
47.3880859,8.51666366
47.388001,8.51667693
47.387916,8.5166902
47.387831,8.51670348
47.387746,8.51671675
47.3876611,8.51673002
47.3875882,8.51678821
47.3875153,8.51684639
47.3874424,8.51690457
47.3873938,8.51692166
47.3873452,8.51693875
47.3872633,8.51702351
47.3871864,8.51706498
47.3871094,8.51710646
47.3870324,8.51714793
47.3869554,8.51718941
47.3868785,8.51723089
47.3868015,8.51727236
47.3867366,8.51735329
47.3866718,8.51743422
47.3866069,8.51751515
47.3865421,8.51759608
47.3864772,8.51767701
47.3864124,8.51775794
47.3863475,8.51783888
47.3863412,8.51784329
47.3863371,8.51785175
47.386267,8.51793743
47.3861969,8.5180231
47.3861269,8.51810878
47.3860568,8.51819445
47.3859867,8.51828012
47.3859166,8.5183658
47.3858466,8.51845147
47.3857765,8.51853715
47.3857064,8.51862282
47.3856363,8.51870849
47.3855663,8.51879417
47.3854962,8.51887984
47.3854261,8.51896552
47.3854042,8.51904964
47.3853823,8.51913376
47.3853603,8.51921788
47.3853384,8.519302
47.3853165,8.51938612
47.3852945,8.51947024
47.385286,8.51955623
47.3852775,8.51964223
47.385269,8.51972822
47.3852605,8.51981421
47.385252,8.51990021
47.3852435,8.5199862
47.385235,8.52007219
47.3852265,8.52015819
47.385218,8.52024418
47.3852095,8.52033017
47.385201,8.52041617
47.3851925,8.52050216
47.385184,8.52058815
47.3851755,8.52067415
47.385167,8.52076014
47.3851585,8.52084613
47.3851499,8.52093213
47.3851414,8.52101812
47.3851329,8.52110411
47.3851336,8.52119128
47.3851343,8.52127845
47.385135,8.52136562
47.3851357,8.52145279
47.3851364,8.52153996
47.3851371,8.52162713
47.3851378,8.5217143
47.3851385,8.52180146
47.3851392,8.52188863
47.3851399,8.5219758
47.3851406,8.52206297
47.3851413,8.52215014
47.385142,8.52223731
47.3851427,8.52232448
47.3851434,8.52241165
47.3851441,8.52249881
47.3851448,8.52258598
47.3851455,8.52267315
47.3851462,8.52276032
47.3851469,8.52284749
47.3851476,8.52293466
47.3851483,8.52302183
47.385149,8.523109
47.3851497,8.52319617
47.3852133,8.52328392
47.3852769,8.52337168
47.3853405,8.52345944
47.3854041,8.52354719
47.3854676,8.52363495
47.3855312,8.52372271
47.3855948,8.52381046
47.3856584,8.52389822
47.385722,8.52398598
47.3857855,8.52407373
47.3858491,8.52416149
47.3859338,8.52424249
47.3860184,8.52432349
47.3861031,8.52440449
47.3861877,8.5244855
47.3862724,8.5245665
47.386357,8.5246475
47.3864417,8.5247285
47.3865263,8.5248095
47.386611,8.5248905
47.3866956,8.52497151
47.3867802,8.52505251
47.3868649,8.52513351
47.3869495,8.52521451
47.3870342,8.52529551
47.3871188,8.52537651
47.3872035,8.52545752
47.3872881,8.52553852
47.3873771,8.52561838
47.3874661,8.52569824
47.3875551,8.52577809
47.387644,8.52585795
47.387733,8.52593781
47.387822,8.52601767
47.387911,8.52609753
47.3879999,8.52617739
47.3880889,8.52625725
47.3881779,8.5263371
47.3882669,8.52641696
47.3883559,8.52649682
47.3884448,8.52657668
47.3885338,8.52665654
47.3886228,8.5267364
47.3887118,8.52681625
47.3888007,8.52689611
47.3888888,8.5269246
47.3889769,8.52695309
47.389065,8.52698158
47.3891531,8.52701007
47.3892412,8.52703856
47.3893293,8.52706705
47.3894174,8.52709554
47.3895054,8.52712402
47.3895935,8.52715251
47.3896816,8.527181
47.3897697,8.52720949
47.3898578,8.52723798
47.3899459,8.52726647
47.390034,8.52729496
47.3901221,8.52732345
47.3902101,8.52735193
47.3902982,8.52738042
47.3903863,8.52740891
47.3904744,8.5274374
47.3905625,8.52746589
47.3906506,8.52749438
47.3907387,8.52752287
47.3908268,8.52755136
47.3909149,8.52757985
47.3910029,8.52760833
47.391091,8.52763682
47.39116,8.52755342
47.391229,8.52747002
47.391298,8.52738662
47.391367,8.52730322
47.391436,8.52721983
47.3914615,8.52713
47.391487,8.52704018
47.3915125,8.52695036
47.3915381,8.52686054
47.3915636,8.52677072
47.3915891,8.5266809
47.3916146,8.52659108
47.3916401,8.52650126
47.3916656,8.52641144
47.3916911,8.52632162
47.3917166,8.52623179
47.3917421,8.52614197
